image_path,xmin,ymin,xmax,ymax,label,confidence
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map499.jpg,173,153,199,179,154,0.4689505994319916
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map612.jpg,91,81,117,107,100,0.313876211643219
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map612.jpg,97,202,123,228,63,0.315594345331192
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map612.jpg,101,100,127,126,132,0.33821192383766174
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map612.jpg,193,148,219,174,86,0.35886260867118835
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map612.jpg,16,201,42,227,138,0.5531172752380371
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map612.jpg,111,103,137,129,118,0.6241115927696228
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map612.jpg,134,168,160,194,51,0.6907768249511719
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map612.jpg,146,143,172,169,46,0.8107878565788269
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map612.jpg,32,95,58,121,93,0.9933107495307922
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map94.jpg,77,211,103,237,142,0.32013311982154846
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map94.jpg,113,160,139,186,63,0.38401639461517334
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map94.jpg,111,176,137,202,46,0.40716463327407837
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map94.jpg,130,147,156,173,132,0.7861881852149963
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map487.jpg,140,149,166,175,67,0.38553428649902344
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map487.jpg,96,104,122,130,8,0.5136903524398804
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map487.jpg,186,180,212,206,35,0.5251682996749878
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map487.jpg,99,111,125,137,8,0.5394386649131775
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map487.jpg,116,131,142,158,35,0.8076907396316528
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map487.jpg,138,141,164,167,63,0.8312672972679138
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map390.jpg,79,72,105,98,118,0.31085067987442017
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map390.jpg,112,149,138,175,51,0.4351741373538971
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map390.jpg,71,64,97,90,98,0.44485050439834595
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map390.jpg,52,62,78,88,80,0.7316440343856812
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map390.jpg,89,76,115,102,58,0.7471981644630432
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map758.jpg,115,42,141,68,60,0.30548611283302307
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map758.jpg,89,69,115,95,63,0.3368956744670868
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map758.jpg,137,14,163,40,46,0.37637752294540405
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map758.jpg,97,57,123,83,15,0.5215792059898376
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map758.jpg,130,39,156,65,108,0.7224933505058289
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map758.jpg,64,88,90,114,97,0.9206165671348572
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map834.jpg,154,90,180,116,86,0.3639265298843384
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map834.jpg,84,148,110,175,8,0.38546591997146606
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map834.jpg,111,129,137,155,132,0.5637041330337524
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map834.jpg,103,122,129,148,118,0.6011871695518494
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map834.jpg,134,111,160,137,63,0.8546975255012512
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map611.jpg,95,189,121,215,46,0.33427101373672485
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map611.jpg,110,186,136,212,8,0.3491620719432831
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map611.jpg,157,120,183,146,35,0.5839367508888245
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map611.jpg,148,157,174,183,46,0.6023024916648865
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map611.jpg,80,190,106,216,138,0.7582505345344543
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map823.jpg,153,78,179,104,63,0.35724741220474243
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map823.jpg,134,44,160,70,60,0.5256592631340027
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map823.jpg,185,110,211,136,46,0.8054805994033813
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map851.jpg,117,100,143,126,63,0.32890087366104126
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map851.jpg,128,121,154,147,80,0.45633605122566223
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map851.jpg,97,82,123,108,47,0.5846572518348694
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map521.jpg,103,15,129,41,132,0.32562845945358276
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map521.jpg,44,14,70,40,63,0.42033204436302185
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map521.jpg,33,137,59,163,46,0.49315157532691956
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map521.jpg,43,93,69,119,1,0.526991069316864
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map521.jpg,189,107,215,133,46,0.5418530106544495
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map521.jpg,43,65,69,91,71,0.5751078724861145
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map521.jpg,53,118,79,144,132,0.6642631888389587
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map521.jpg,181,194,207,220,63,0.9229192733764648
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map556.jpg,17,134,43,160,97,0.37448227405548096
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map556.jpg,91,155,117,181,132,0.5152454376220703
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map556.jpg,53,62,79,88,71,0.6640955209732056
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map556.jpg,35,116,61,142,46,0.7466112971305847
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map556.jpg,87,133,113,159,119,0.7567964196205139
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map556.jpg,77,44,103,70,154,0.7932513952255249
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map556.jpg,56,130,82,156,132,0.8248146772384644
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map556.jpg,176,218,202,244,24,0.8260713219642639
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map314.jpg,89,40,115,66,25,0.3004690706729889
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map314.jpg,152,90,178,116,71,0.346109002828598
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map314.jpg,81,37,107,63,154,0.8211726546287537
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map314.jpg,131,83,157,109,46,0.917739748954773
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map255.jpg,87,107,113,133,46,0.33446112275123596
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map255.jpg,79,103,105,129,63,0.4736957848072052
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map255.jpg,39,75,65,101,63,0.5627745389938354
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map255.jpg,64,107,90,133,80,0.786774218082428
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map366.jpg,130,136,156,162,46,0.3939446210861206
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map234.jpg,155,113,181,139,132,0.328052818775177
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map234.jpg,100,81,126,107,35,0.41178232431411743
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map234.jpg,160,139,186,165,132,0.5248382091522217
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map234.jpg,120,90,146,116,15,0.5541538596153259
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map234.jpg,185,154,211,180,132,0.607640266418457
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map234.jpg,141,108,167,134,63,0.775999903678894
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map809.jpg,190,83,216,109,36,0.3238756060600281
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map809.jpg,109,206,135,232,118,0.33914342522621155
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map809.jpg,104,120,130,146,118,0.5357840657234192
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map809.jpg,25,59,51,85,100,0.7180964350700378
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map809.jpg,90,82,116,108,132,0.8222594261169434
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map809.jpg,193,90,219,116,129,0.8230082988739014
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map809.jpg,90,16,116,42,132,0.8391949534416199
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map809.jpg,29,130,55,156,63,0.8731204867362976
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map809.jpg,61,128,87,154,71,0.927575945854187
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map809.jpg,33,150,59,176,101,0.9493918418884277
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map104.jpg,122,176,148,202,63,0.31381767988204956
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map104.jpg,116,196,142,222,71,0.3507430851459503
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map104.jpg,87,136,113,162,46,0.3826446533203125
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map104.jpg,63,149,89,175,8,0.5243021845817566
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map104.jpg,146,200,172,226,142,0.8147530555725098
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map104.jpg,61,51,87,77,44,0.9831501841545105
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map880.jpg,18,150,44,176,71,0.3701055943965912
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map880.jpg,38,197,64,223,46,0.4034290909767151
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map880.jpg,39,25,65,51,15,0.4092646837234497
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map880.jpg,36,123,62,149,46,0.4979764223098755
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map880.jpg,20,29,46,55,97,0.49830007553100586
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map880.jpg,156,108,182,134,1,0.5835485458374023
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map880.jpg,53,137,79,163,71,0.6282318234443665
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map880.jpg,17,22,43,48,97,0.954734206199646
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map880.jpg,17,174,43,200,44,0.9961246252059937
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map151.jpg,177,100,203,126,129,0.34998637437820435
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map151.jpg,167,79,193,105,132,0.3796262741088867
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map151.jpg,153,53,179,79,132,0.4692818224430084
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map151.jpg,215,134,241,160,1,0.7975137233734131
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map151.jpg,192,119,218,145,46,0.9495217204093933
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map446.jpg,122,179,148,205,71,0.3640451431274414
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map446.jpg,130,181,156,207,63,0.3704112768173218
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map446.jpg,120,158,146,184,25,0.5481999516487122
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map1017.jpg,171,79,197,105,63,0.40451258420944214
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map1017.jpg,44,93,70,119,46,0.4188242554664612
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map1017.jpg,92,111,118,137,71,0.43272143602371216
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map1017.jpg,93,130,119,156,86,0.44619303941726685
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map1017.jpg,131,22,157,48,25,0.6232319474220276
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map1017.jpg,110,129,136,155,142,0.6256425380706787
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map1017.jpg,135,43,161,69,119,0.9815987348556519
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map772.jpg,141,54,167,80,60,0.35893911123275757
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map772.jpg,156,122,182,148,47,0.48163244128227234
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map772.jpg,52,162,78,188,63,0.48528289794921875
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map772.jpg,143,24,169,50,118,0.6603007316589355
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map772.jpg,42,103,69,129,43,0.8208866119384766
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map772.jpg,138,182,164,208,71,0.8486348986625671
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map772.jpg,200,57,226,83,30,0.9780714511871338
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map354.jpg,99,58,125,84,63,0.3010997772216797
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map354.jpg,74,25,100,51,118,0.3889768123626709
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map354.jpg,135,90,161,116,71,0.4967364966869354
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map354.jpg,108,62,134,88,154,0.6791796088218689
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map354.jpg,64,24,90,50,118,0.9548459053039551
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map895.jpg,112,44,138,70,142,0.3192988336086273
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map895.jpg,134,69,160,95,132,0.43263208866119385
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map895.jpg,95,35,121,61,35,0.9259894490242004
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map32.jpg,123,55,149,81,15,0.4551714062690735
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map32.jpg,79,211,105,237,89,0.5015000104904175
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map32.jpg,68,199,94,225,46,0.6530814170837402
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map32.jpg,35,21,61,47,132,0.6600567102432251
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map32.jpg,117,119,143,145,100,0.7061223983764648
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map32.jpg,14,213,40,239,86,0.7778287529945374
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map32.jpg,148,167,174,193,15,0.8924249410629272
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map32.jpg,90,215,116,241,89,0.9966046214103699
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map376.jpg,176,41,202,67,46,0.3963424265384674
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map376.jpg,196,30,222,56,46,0.4548819363117218
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map376.jpg,81,193,107,219,71,0.4938443899154663
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map376.jpg,108,186,134,212,132,0.535493016242981
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map376.jpg,37,13,63,39,46,0.7887734770774841
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map376.jpg,202,100,228,127,101,0.8734713196754456
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map348.jpg,69,31,95,57,46,0.39903056621551514
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map348.jpg,55,55,81,81,71,0.4224501848220825
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map348.jpg,147,111,173,137,46,0.42708754539489746
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map348.jpg,59,83,85,109,121,0.7255750298500061
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map348.jpg,135,75,161,101,36,0.8154250979423523
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map348.jpg,186,108,212,134,63,0.9632470011711121
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map665.jpg,41,15,67,41,118,0.3235795795917511
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map665.jpg,31,41,57,67,46,0.3299402594566345
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map665.jpg,96,20,122,46,63,0.3521967828273773
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map665.jpg,118,52,144,78,129,0.35793396830558777
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map665.jpg,109,32,135,58,71,0.3956644833087921
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map665.jpg,127,13,153,39,46,0.9111915826797485
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map665.jpg,82,157,108,183,51,0.981474757194519
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map665.jpg,114,87,140,113,8,0.9919884204864502
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map183.jpg,115,109,141,135,27,0.3336571753025055
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map183.jpg,43,69,69,95,30,0.3802231252193451
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map183.jpg,35,60,61,86,118,0.7299875617027283
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map907.jpg,98,118,124,144,46,0.41250813007354736
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map907.jpg,69,149,95,175,154,0.8190317749977112
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map907.jpg,84,119,110,145,35,0.9105314016342163
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map575.jpg,55,186,81,212,35,0.4576316475868225
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map575.jpg,73,151,99,177,154,0.4699130654335022
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map575.jpg,87,130,113,156,46,0.471601277589798
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map933.jpg,28,78,54,104,63,0.34819695353507996
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map933.jpg,104,102,130,128,44,0.3686351776123047
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map933.jpg,134,114,160,140,118,0.3713921904563904
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map933.jpg,170,79,196,105,46,0.469719260931015
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map933.jpg,21,74,47,100,63,0.5024195313453674
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map933.jpg,70,201,96,227,47,0.5537397265434265
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map933.jpg,11,153,37,179,100,0.561272144317627
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map933.jpg,67,94,93,120,46,0.9845845699310303
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map457.jpg,171,99,197,125,132,0.36960941553115845
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map457.jpg,154,81,180,107,46,0.3945845365524292
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map457.jpg,87,98,113,124,72,0.5258923768997192
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map457.jpg,42,136,68,162,132,0.5358191132545471
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map457.jpg,99,201,125,227,46,0.5446441769599915
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map457.jpg,110,57,136,83,67,0.9613037109375
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map457.jpg,177,38,203,64,51,0.9929826259613037
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map14.jpg,108,29,134,55,132,0.3950016498565674
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map14.jpg,61,92,88,118,8,0.6536208391189575
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map14.jpg,82,55,108,81,36,0.6850165724754333
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map14.jpg,58,113,84,139,154,0.790505588054657
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map238.jpg,91,122,117,148,132,0.3286289870738983
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map238.jpg,61,90,88,116,15,0.3823082149028778
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map238.jpg,33,62,59,88,108,0.41189295053482056
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map495.jpg,119,62,145,88,60,0.322947233915329
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map495.jpg,154,55,180,81,118,0.45911797881126404
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map495.jpg,95,108,121,134,132,0.5756515860557556
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map495.jpg,137,54,163,80,132,0.7284862995147705
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map471.jpg,58,132,84,158,1,0.5364626049995422
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map471.jpg,44,127,70,153,8,0.5593746304512024
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map471.jpg,133,182,159,208,95,0.6870694756507874
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map471.jpg,24,108,50,134,30,0.7207059860229492
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map785.jpg,198,195,224,221,71,0.30878356099128723
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map785.jpg,103,91,129,117,68,0.3114626407623291
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map785.jpg,49,42,76,68,46,0.35675203800201416
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map785.jpg,104,109,130,135,120,0.384005069732666
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map785.jpg,80,162,106,188,63,0.40988680720329285
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map785.jpg,197,68,223,94,46,0.4268477261066437
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map785.jpg,198,59,224,85,46,0.429426372051239
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map785.jpg,38,103,64,129,46,0.43490034341812134
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map785.jpg,13,30,39,57,68,0.6698737740516663
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map785.jpg,17,210,43,236,51,0.8008469343185425
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map1014.jpg,63,109,89,135,15,0.4465537965297699
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map347.jpg,191,110,217,136,142,0.3322875499725342
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map347.jpg,155,128,182,154,120,0.34111014008522034
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map347.jpg,112,170,138,196,46,0.3846963047981262
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map347.jpg,92,177,118,203,46,0.49232348799705505
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map347.jpg,141,137,168,163,98,0.8530033230781555
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map347.jpg,207,109,233,135,132,0.8741878271102905
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map347.jpg,132,168,158,194,15,0.9454723596572876
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map347.jpg,171,128,197,154,27,0.9965502619743347
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map513.jpg,112,149,138,175,46,0.48594754934310913
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map513.jpg,83,112,109,138,118,0.5180856585502625
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map513.jpg,202,77,228,103,142,0.570286214351654
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map513.jpg,30,122,56,148,58,0.6209765672683716
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map513.jpg,97,178,123,204,118,0.7792101502418518
/home/nicolas/ULCO/minimap-analyser/Data/Source_Images/Training_Images/map513.jpg,14,196,40,222,72,0.8108940124511719
