image,xmin,ymin,xmax,ymax,label,confidence
map3989.jpg,34,188,60,214,132,0.6400383710861206
map3989.jpg,88,171,114,197,72,0.7479017972946167
map3989.jpg,148,159,175,185,68,0.9539456367492676
map1383.jpg,213,212,239,238,71,0.3195341229438782
map1383.jpg,39,89,65,116,43,0.35384342074394226
map1383.jpg,147,190,173,216,25,0.5084524154663086
map1383.jpg,194,49,220,75,15,0.7359018921852112
map1383.jpg,160,22,186,48,1,0.7363355755805969
map1383.jpg,182,120,208,146,60,0.7499752044677734
map1383.jpg,22,212,48,238,27,0.7674983739852905
map1107.jpg,31,50,58,76,63,0.3096636235713959
map1107.jpg,181,153,207,179,27,0.6142773628234863
map1107.jpg,211,142,237,169,97,0.7221086025238037
map1107.jpg,73,84,99,110,46,0.7633399367332458
map1107.jpg,69,25,95,51,46,0.8040660619735718
map1107.jpg,158,177,184,203,15,0.9837870597839355
map1107.jpg,59,54,85,80,118,0.9886966943740845
map2466.jpg,36,201,62,227,68,0.3004993796348572
map2466.jpg,169,57,195,83,67,0.3208240568637848
map2466.jpg,120,62,146,88,125,0.41376277804374695
map2466.jpg,64,195,90,221,63,0.543222188949585
map2466.jpg,185,209,211,235,8,0.6144087314605713
map2466.jpg,82,132,108,158,1,0.6789358258247375
map2466.jpg,136,149,162,175,120,0.8012699484825134
map2466.jpg,187,148,213,174,8,0.815624475479126
map392.jpg,199,118,225,144,118,0.3210197985172272
map392.jpg,192,153,218,179,142,0.35008949041366577
map392.jpg,115,73,141,99,100,0.3957918584346771
map392.jpg,209,14,235,40,121,0.4944239854812622
map392.jpg,139,182,165,208,15,0.7583456635475159
map392.jpg,75,73,101,99,35,0.9447824954986572
map392.jpg,11,97,37,123,101,0.9647048115730286
map392.jpg,122,31,148,57,44,0.9699004292488098
map1961.jpg,64,24,90,50,43,0.3104490339756012
map1961.jpg,111,199,137,225,27,0.3226899206638336
map1961.jpg,95,173,121,199,71,0.375608891248703
map1961.jpg,83,83,109,109,68,0.37760835886001587
map1961.jpg,70,163,96,189,46,0.39093294739723206
map1961.jpg,129,122,155,148,139,0.4335617423057556
map1961.jpg,80,20,106,46,15,0.554868757724762
map1961.jpg,18,180,44,206,132,0.7407578229904175
map1961.jpg,43,207,69,233,36,0.7686143517494202
map1961.jpg,207,154,233,180,8,0.9169976711273193
map3193.jpg,129,64,155,90,25,0.31127190589904785
map3193.jpg,92,129,118,155,46,0.3729359209537506
map3193.jpg,87,49,113,75,129,0.6152271628379822
map3193.jpg,76,146,102,172,132,0.6179496645927429
map3193.jpg,62,20,88,46,142,0.6850822567939758
map3193.jpg,141,100,167,126,51,0.7929114699363708
map3193.jpg,61,73,87,99,67,0.8330100178718567
map3193.jpg,155,193,181,219,85,0.9380900859832764
map2075.jpg,111,114,137,140,46,0.42280519008636475
map2075.jpg,159,212,185,238,35,0.4361884593963623
map2075.jpg,198,141,224,167,100,0.43921202421188354
map2075.jpg,108,37,134,63,100,0.7242865562438965
map2075.jpg,142,49,168,75,132,0.8199824690818787
map2075.jpg,104,84,130,110,63,0.9503196477890015
map2591.jpg,15,29,41,55,86,0.5586585998535156
map2591.jpg,74,53,100,79,108,0.5911394357681274
map2591.jpg,61,130,87,156,119,0.9858324527740479
map2594.jpg,205,22,231,48,46,0.3151443600654602
map2594.jpg,179,100,205,126,63,0.3329469859600067
map2594.jpg,199,19,225,45,46,0.5142908692359924
map2594.jpg,207,123,233,149,86,0.5881876945495605
map2594.jpg,171,109,197,135,132,0.7727214097976685
map2594.jpg,77,210,103,236,71,0.8299136161804199
map2594.jpg,71,192,97,218,44,0.8552380204200745
map712.jpg,109,147,135,173,1,0.3225040137767792
map712.jpg,124,23,150,49,132,0.3431619703769684
map712.jpg,104,142,130,168,15,0.4509155750274658
map712.jpg,15,173,41,199,67,0.6026803255081177
map712.jpg,48,216,75,242,78,0.6217686533927917
map712.jpg,25,217,51,243,132,0.6784895658493042
map712.jpg,32,174,58,200,100,0.7080579400062561
map712.jpg,192,214,218,240,132,0.7357341647148132
map712.jpg,108,181,134,207,118,0.7558065056800842
map389.jpg,100,162,126,188,63,0.32363182306289673
map389.jpg,121,53,147,79,17,0.33535900712013245
map389.jpg,188,78,214,104,46,0.353243887424469
map389.jpg,127,116,153,142,24,0.45540717244148254
map389.jpg,89,209,115,235,46,0.5431431531906128
map389.jpg,116,196,142,222,80,0.6458821296691895
map389.jpg,180,28,206,54,132,0.6802772283554077
map389.jpg,206,91,232,117,58,0.779840886592865
map1352.jpg,196,13,222,39,72,0.3210279941558838
map1352.jpg,128,82,154,108,63,0.32577988505363464
map1352.jpg,82,53,108,79,63,0.33934858441352844
map1352.jpg,123,98,149,124,67,0.37341687083244324
map1352.jpg,130,94,156,120,63,0.41347789764404297
map1352.jpg,157,48,183,74,27,0.6439920663833618
map1352.jpg,154,16,180,42,120,0.7045010328292847
map1352.jpg,129,182,155,208,120,0.7787219882011414
map1352.jpg,54,29,80,55,46,0.8754061460494995
map916.jpg,171,63,197,89,132,0.3924159109592438
map916.jpg,87,41,114,67,132,0.4996967017650604
map916.jpg,214,127,240,153,63,0.5903024673461914
map916.jpg,104,118,130,144,63,0.7441348433494568
map916.jpg,146,36,173,62,100,0.7678871154785156
map916.jpg,60,74,86,100,85,0.776576042175293
map916.jpg,53,44,79,70,15,0.8946977853775024
map916.jpg,73,58,99,84,129,0.901627779006958
map916.jpg,71,216,97,242,68,0.980945885181427
map3727.jpg,129,153,155,179,132,0.4756705164909363
map3727.jpg,98,169,124,195,71,0.620172381401062
map3727.jpg,100,160,126,186,71,0.6219212412834167
map3727.jpg,21,72,47,99,71,0.7336470484733582
map3727.jpg,130,190,156,216,63,0.9910420179367065
map3727.jpg,49,156,75,182,71,0.9924175143241882
map3727.jpg,17,155,43,181,93,0.9929936528205872
map3727.jpg,156,159,182,185,51,0.9961685538291931
map3360.jpg,21,147,47,173,46,0.3557370901107788
map3360.jpg,169,75,195,101,24,0.3726271092891693
map3360.jpg,131,42,157,68,132,0.3770969808101654
map3360.jpg,127,219,153,245,46,0.3882451355457306
map3360.jpg,29,15,55,41,8,0.6105128526687622
map3360.jpg,121,102,147,128,129,0.613365888595581
map3360.jpg,153,59,179,85,27,0.9204539060592651
map1408.jpg,88,123,114,149,132,0.3327917158603668
map1408.jpg,19,175,45,201,72,0.39283397793769836
map1408.jpg,188,19,214,45,46,0.4604911506175995
map1408.jpg,143,161,169,187,142,0.5000631809234619
map1408.jpg,83,129,109,155,27,0.6657952070236206
map1408.jpg,179,196,205,222,132,0.776031494140625
map1408.jpg,138,108,164,134,15,0.8529205918312073
map1408.jpg,68,29,94,55,15,0.9533183574676514
map1408.jpg,99,151,125,177,58,0.9581968784332275
map1408.jpg,67,98,93,124,101,0.9594675302505493
map2673.jpg,40,64,66,90,15,0.38457030057907104
map2673.jpg,214,169,240,195,46,0.4700483977794647
map2673.jpg,28,115,54,141,44,0.48521390557289124
map2673.jpg,107,216,133,242,154,0.4959898293018341
map2673.jpg,94,24,120,50,68,0.5482223033905029
map2673.jpg,69,180,95,206,63,0.6720636487007141
map2673.jpg,136,92,163,118,71,0.7551212906837463
map2673.jpg,87,103,114,129,46,0.8780168294906616
map2673.jpg,18,78,44,104,80,0.9027190804481506
map1963.jpg,168,188,194,214,132,0.3130861222743988
map1963.jpg,108,52,134,78,63,0.34488168358802795
map1963.jpg,209,207,235,233,132,0.38720208406448364
map1963.jpg,84,96,110,122,30,0.5958166718482971
map1963.jpg,114,25,140,51,46,0.6658070683479309
map1963.jpg,37,159,63,185,86,0.8065345287322998
map1963.jpg,158,110,184,136,35,0.9588619470596313
map1963.jpg,54,50,80,76,35,0.9988875389099121
map900.jpg,36,139,62,165,25,0.3523450493812561
map900.jpg,61,42,87,68,138,0.36584484577178955
map900.jpg,147,59,173,85,46,0.6596387624740601
map900.jpg,34,178,60,204,142,0.7197201251983643
map900.jpg,83,142,110,168,51,0.9573866724967957
map3709.jpg,160,96,186,122,68,0.34903016686439514
map3709.jpg,202,170,228,196,118,0.49949654936790466
map3709.jpg,108,201,134,227,100,0.5926934480667114
map3709.jpg,129,40,155,66,132,0.7611185312271118
map3709.jpg,210,58,236,84,46,0.7941513061523438
map3709.jpg,29,69,55,95,63,0.8368479013442993
map3709.jpg,22,167,48,194,27,0.8518240451812744
map3709.jpg,57,121,83,147,58,0.9614738821983337
map3709.jpg,175,25,201,51,98,0.9808869957923889
map904.jpg,54,90,80,116,1,0.32601794600486755
map904.jpg,122,167,148,193,44,0.343250572681427
map904.jpg,133,142,159,168,118,0.3432575464248657
map904.jpg,133,153,159,179,86,0.36740270256996155
map904.jpg,134,89,160,115,15,0.41368117928504944
map904.jpg,29,53,55,79,46,0.4336805045604706
map904.jpg,20,37,46,63,43,0.47625261545181274
map904.jpg,79,43,105,69,15,0.5809452533721924
map904.jpg,74,97,100,123,154,0.8003033399581909
map904.jpg,87,123,113,149,119,0.9231959581375122
map3328.jpg,21,25,47,51,119,0.45926135778427124
map3328.jpg,14,217,40,243,27,0.5075826048851013
map3328.jpg,179,99,205,125,118,0.5461573004722595
map3328.jpg,29,149,55,175,46,0.569612979888916
map3328.jpg,162,115,188,141,15,0.6642044186592102
map3328.jpg,94,109,120,135,27,0.6750523447990417
map3328.jpg,17,87,43,113,132,0.8010039925575256
map3328.jpg,185,110,211,136,63,0.8024441599845886
map3328.jpg,177,80,203,106,89,0.8333061933517456
map3328.jpg,181,22,207,48,46,0.9433006644248962
map3492.jpg,94,133,120,159,15,0.5447849631309509
map3492.jpg,95,59,121,85,35,0.621435284614563
map3492.jpg,36,193,62,219,68,0.6300939917564392
map3492.jpg,16,61,42,87,68,0.66511070728302
map3492.jpg,36,158,62,184,27,0.9912247657775879
map3492.jpg,167,72,193,98,63,0.9946399927139282
map3564.jpg,50,117,76,143,1,0.33775871992111206
map3564.jpg,82,146,108,172,95,0.445263147354126
map3564.jpg,94,198,120,224,27,0.49699562788009644
map3564.jpg,92,33,118,60,119,0.626082181930542
map3564.jpg,143,201,169,227,15,0.7840360999107361
map3564.jpg,170,79,196,105,46,0.7891681790351868
map3564.jpg,162,100,188,126,72,0.8895153403282166
map3564.jpg,194,22,220,48,1,0.9372292757034302
map3564.jpg,158,31,184,57,108,0.9657269716262817
map3063.jpg,97,130,123,156,132,0.43127378821372986
map3063.jpg,48,72,74,98,121,0.454476922750473
map3063.jpg,185,87,211,113,15,0.4567282497882843
map3063.jpg,79,132,105,158,8,0.4705086350440979
map3063.jpg,58,167,84,193,46,0.5338272452354431
map3063.jpg,87,119,113,145,46,0.6210033893585205
map3063.jpg,141,20,167,46,15,0.9792216420173645
map2969.jpg,205,34,231,60,100,0.3664785921573639
map2969.jpg,108,52,134,78,118,0.40538886189460754
map2969.jpg,50,166,76,192,63,0.5143036246299744
map2969.jpg,142,59,168,85,24,0.545333743095398
map2969.jpg,68,32,94,58,15,0.6127085089683533
map2969.jpg,39,14,65,40,15,0.6547475457191467
map2969.jpg,56,114,82,140,86,0.9933086633682251
map2345.jpg,140,25,166,51,15,0.35763201117515564
map2345.jpg,214,108,240,134,27,0.4316865801811218
map2345.jpg,168,142,194,169,118,0.46509552001953125
map2651.jpg,40,207,66,233,93,0.3475225865840912
map2651.jpg,71,149,97,175,132,0.3635704219341278
map2651.jpg,207,148,233,174,86,0.393555611371994
map2651.jpg,21,177,47,203,142,0.5247429609298706
map2651.jpg,68,29,94,56,1,0.6568852663040161
map2651.jpg,18,186,44,212,44,0.9357686638832092
map2651.jpg,15,139,41,165,58,0.9852701425552368
map1007.jpg,59,91,85,117,44,0.3671541213989258
map1007.jpg,123,200,150,226,46,0.41580823063850403
map1007.jpg,61,158,87,184,68,0.4206628203392029
map1007.jpg,56,64,83,90,47,0.5755090713500977
map1007.jpg,172,57,198,83,78,0.6511945128440857
map1007.jpg,129,206,155,232,63,0.6556245684623718
map1007.jpg,28,142,54,168,15,0.8782059550285339
map1007.jpg,158,44,184,70,120,0.9513949155807495
map1740.jpg,95,68,121,94,1,0.30003103613853455
map1740.jpg,168,187,194,213,15,0.3820382058620453
map1740.jpg,199,168,225,194,46,0.4769175946712494
map1740.jpg,51,129,77,155,47,0.5865417718887329
map1740.jpg,207,167,233,193,101,0.7557991743087769
map1740.jpg,23,25,49,51,43,0.9051012992858887
map1740.jpg,129,150,155,176,98,0.9397269487380981
map1740.jpg,97,129,123,155,44,0.9632030129432678
map2838.jpg,167,201,193,227,154,0.39543774724006653
map2838.jpg,61,174,87,200,15,0.4666499197483063
map2838.jpg,193,115,219,141,35,0.47058868408203125
map2838.jpg,162,206,189,232,71,0.5050185918807983
map2838.jpg,123,169,149,195,46,0.5292477011680603
map2838.jpg,207,120,233,146,8,0.5673667192459106
map2838.jpg,187,173,213,199,63,0.6714686751365662
map2838.jpg,209,186,235,212,118,0.792192816734314
map2838.jpg,182,143,208,169,15,0.9199575781822205
map2838.jpg,190,96,216,122,27,0.9755344986915588
map3543.jpg,78,15,105,41,15,0.4537736773490906
map3543.jpg,163,107,189,133,119,0.5685721635818481
map3543.jpg,41,24,67,50,138,0.6686658263206482
map3543.jpg,72,40,98,66,154,0.7180816531181335
map3543.jpg,45,155,71,181,142,0.7737689018249512
map3543.jpg,114,89,140,115,46,0.8518512845039368
map3543.jpg,110,189,136,215,46,0.9466444253921509
map3619.jpg,200,111,226,137,27,0.4076569676399231
map3619.jpg,117,60,143,86,132,0.4475577473640442
map3619.jpg,31,190,57,216,8,0.5583253502845764
map3619.jpg,100,75,126,101,46,0.5856310725212097
map3619.jpg,23,181,49,207,71,0.5903554558753967
map3619.jpg,19,103,45,129,46,0.6271141767501831
map3619.jpg,188,134,214,160,25,0.8376802802085876
map3619.jpg,154,29,180,55,108,0.9267727732658386
map3619.jpg,54,35,80,61,118,0.9798852801322937
map3619.jpg,50,173,76,199,68,0.9833652973175049
map3313.jpg,216,14,242,40,129,0.5012065768241882
map3313.jpg,180,31,206,57,132,0.5221518278121948
map3313.jpg,215,55,241,81,35,0.5544961094856262
map3313.jpg,188,33,214,59,132,0.6017950177192688
map3313.jpg,139,180,165,206,15,0.6249729990959167
map3313.jpg,123,88,149,114,30,0.6989348530769348
map3313.jpg,181,89,207,115,67,0.956255316734314
map3313.jpg,69,96,95,122,58,0.9734432101249695
map3313.jpg,51,75,77,101,44,0.9802471995353699
map3313.jpg,58,195,84,221,89,0.9868147373199463
map993.jpg,56,78,82,104,100,0.3025224804878235
map993.jpg,29,206,55,232,60,0.3376268148422241
map993.jpg,157,217,183,243,27,0.36385059356689453
map993.jpg,97,14,123,40,119,0.41391265392303467
map993.jpg,77,71,103,97,132,0.43832927942276
map993.jpg,173,51,199,77,132,0.4674062132835388
map993.jpg,195,189,221,215,43,0.5115322470664978
map993.jpg,23,202,49,228,15,0.8799031972885132
map993.jpg,168,133,195,159,98,0.9837163090705872
map1781.jpg,123,178,149,204,1,0.35415542125701904
map1781.jpg,186,98,213,124,46,0.5182820558547974
map1781.jpg,168,127,194,153,31,0.5548850297927856
map1781.jpg,79,73,105,99,31,0.555779755115509
map1781.jpg,166,49,193,75,132,0.6558620929718018
map1781.jpg,62,187,88,213,120,0.9018373489379883
map1781.jpg,143,16,169,42,44,0.9504852890968323
map710.jpg,113,147,139,173,63,0.31658968329429626
map710.jpg,162,158,188,184,68,0.40527358651161194
map710.jpg,187,150,213,176,30,0.629166841506958
map710.jpg,50,160,76,186,35,0.6443864703178406
map710.jpg,194,54,220,80,44,0.852752149105072
map710.jpg,83,132,109,158,71,0.9286041855812073
map710.jpg,190,131,216,157,8,0.9333420991897583
map710.jpg,22,153,48,179,24,0.9623356461524963
map3533.jpg,137,134,163,160,71,0.31265997886657715
map3533.jpg,219,155,245,181,72,0.42738088965415955
map3533.jpg,74,178,100,204,15,0.4544579088687897
map3533.jpg,62,186,88,212,47,0.6541563272476196
map3533.jpg,149,64,175,90,51,0.660956084728241
map3533.jpg,139,147,165,173,71,0.6963728666305542
map3533.jpg,78,187,104,213,36,0.8959266543388367
map3533.jpg,196,182,222,208,67,0.9310476183891296
map3533.jpg,63,174,89,200,15,0.9509016871452332
map3533.jpg,138,120,164,146,15,0.9855327010154724
map705.jpg,199,14,225,40,27,0.3352734446525574
map705.jpg,41,115,67,141,132,0.3750217854976654
map705.jpg,54,162,80,188,100,0.48645225167274475
map705.jpg,71,81,97,107,132,0.48889538645744324
map265.jpg,52,199,78,225,63,0.3590978682041168
map265.jpg,147,168,173,194,118,0.36453303694725037
map265.jpg,94,136,120,162,43,0.48930612206459045
map265.jpg,117,76,143,102,132,0.6124083995819092
map265.jpg,205,35,231,61,46,0.6458665728569031
map265.jpg,19,119,45,145,132,0.8391441106796265
map265.jpg,44,23,70,49,27,0.9763553142547607
map265.jpg,218,139,244,165,71,0.981048583984375
map2864.jpg,64,61,90,87,46,0.4054715931415558
map2864.jpg,148,75,174,101,86,0.6332584023475647
map2864.jpg,178,114,204,140,8,0.835426390171051
map2864.jpg,115,206,141,232,100,0.8832225203514099
map2864.jpg,189,154,215,180,154,0.9254332780838013
map2864.jpg,93,77,119,103,15,0.9480264186859131
map3154.jpg,195,179,222,205,100,0.338238000869751
map3154.jpg,43,31,69,58,132,0.35768744349479675
map3154.jpg,131,142,157,168,132,0.4229649007320404
map3154.jpg,169,50,195,76,31,0.5121870040893555
map3154.jpg,108,211,134,237,100,0.6983086466789246
map3154.jpg,116,70,143,96,100,0.9832012057304382
map2190.jpg,128,192,154,218,51,0.30587437748908997
map2190.jpg,14,136,40,162,132,0.52912437915802
map2190.jpg,154,127,180,153,132,0.5994520783424377
map2190.jpg,160,187,186,213,67,0.6546303033828735
map2190.jpg,19,161,45,187,95,0.7044225931167603
map2190.jpg,88,220,114,246,25,0.8719787001609802
map2190.jpg,187,76,213,102,118,0.8980352282524109
map2190.jpg,95,102,121,128,68,0.9040871262550354
map1364.jpg,102,143,128,169,36,0.3278018832206726
map1364.jpg,77,30,103,56,132,0.47043508291244507
map1364.jpg,71,75,97,101,132,0.5290298461914062
map1364.jpg,108,149,134,175,15,0.5648922920227051
map1364.jpg,131,193,157,219,100,0.5677211284637451
map1364.jpg,79,207,105,233,8,0.6989346742630005
map1364.jpg,113,103,139,129,43,0.7283194661140442
map1364.jpg,49,213,75,239,60,0.8177527785301208
map1364.jpg,162,43,188,69,63,0.8574241399765015
map1364.jpg,166,103,192,129,86,0.9520471096038818
map3942.jpg,58,104,84,130,15,0.4421805739402771
map3942.jpg,215,70,241,96,46,0.7305199503898621
map3942.jpg,193,78,220,104,98,0.7917160391807556
map3942.jpg,149,13,175,39,120,0.958057165145874
map3942.jpg,102,157,128,183,46,0.9715760350227356
map3942.jpg,201,142,227,168,100,0.9785823822021484
map3942.jpg,174,42,200,68,97,0.9826003909111023
map2682.jpg,115,217,141,243,43,0.4260217249393463
map2682.jpg,76,17,102,43,68,0.504946768283844
map2682.jpg,48,157,74,183,118,0.5193142294883728
map2682.jpg,210,75,236,101,46,0.5891153812408447
map2682.jpg,114,193,140,219,132,0.7255383133888245
map2682.jpg,93,200,119,226,118,0.7261216044425964
map2682.jpg,54,210,80,236,46,0.8232415914535522
map3857.jpg,189,75,216,101,46,0.3508188724517822
map3857.jpg,169,159,195,185,8,0.3708105683326721
map3857.jpg,167,135,193,161,118,0.4239964187145233
map3857.jpg,75,43,101,69,63,0.4554677903652191
map3857.jpg,76,140,102,166,35,0.5986525416374207
map3857.jpg,28,14,54,40,154,0.6716521978378296
map3857.jpg,215,208,241,234,129,0.8343257308006287
map154.jpg,136,123,162,149,63,0.3205181658267975
map154.jpg,120,147,146,173,27,0.36360910534858704
map154.jpg,89,142,115,168,35,0.4186245799064636
map154.jpg,217,195,243,221,46,0.45613619685173035
map154.jpg,56,99,82,125,63,0.6161788702011108
map154.jpg,182,18,208,44,132,0.7233865261077881
map154.jpg,41,199,67,225,35,0.7655292749404907
map154.jpg,82,149,108,175,86,0.9085103869438171
map2795.jpg,197,186,223,212,132,0.34008800983428955
map2795.jpg,78,69,104,95,43,0.3494216203689575
map2795.jpg,146,38,172,64,132,0.3686666488647461
map2795.jpg,197,103,223,129,71,0.3915989100933075
map2795.jpg,99,186,125,212,71,0.5555309057235718
map2795.jpg,166,179,192,205,31,0.7944090962409973
map2795.jpg,18,135,44,161,43,0.8246038556098938
map2795.jpg,36,92,62,118,46,0.9978255033493042
map1637.jpg,135,12,162,38,35,0.30006805062294006
map1637.jpg,174,44,200,70,63,0.3267902433872223
map1637.jpg,30,50,56,76,86,0.40993547439575195
map1637.jpg,212,152,238,178,36,0.45582863688468933
map1637.jpg,150,83,176,110,46,0.5471602082252502
map1637.jpg,101,206,128,232,46,0.9148576855659485
map1967.jpg,110,49,136,75,27,0.36783722043037415
map1967.jpg,119,174,145,200,71,0.37442147731781006
map1967.jpg,45,100,71,126,27,0.3869776129722595
map1967.jpg,17,176,43,202,71,0.42363864183425903
map1967.jpg,101,143,127,169,68,0.4914093315601349
map1967.jpg,131,38,157,64,47,0.6091116070747375
map1967.jpg,71,82,97,108,142,0.722889244556427
map1967.jpg,43,155,69,181,132,0.802802562713623
map1967.jpg,91,214,117,240,15,0.812622606754303
map1575.jpg,166,72,192,98,118,0.30235445499420166
map1575.jpg,119,213,145,239,86,0.3404058814048767
map1575.jpg,107,77,133,103,118,0.44551634788513184
map1575.jpg,52,147,78,173,132,0.5244400501251221
map1575.jpg,42,58,68,84,35,0.5736462473869324
map1575.jpg,123,14,149,40,35,0.6479856967926025
map1575.jpg,91,148,117,174,31,0.685837984085083
map1575.jpg,83,14,109,40,100,0.797264575958252
map1575.jpg,22,135,48,161,101,0.9042888283729553
map3438.jpg,97,78,123,104,71,0.33549433946609497
map3438.jpg,36,28,62,54,63,0.38914746046066284
map3438.jpg,131,176,157,202,71,0.5221630334854126
map3438.jpg,72,51,98,77,132,0.5957108736038208
map3438.jpg,128,142,154,168,46,0.717619776725769
map1058.jpg,58,200,84,226,46,0.37956172227859497
map1058.jpg,208,95,234,121,46,0.38231268525123596
map1058.jpg,201,56,227,82,68,0.38446295261383057
map1058.jpg,15,155,41,181,46,0.39549753069877625
map1058.jpg,51,127,77,153,63,0.44350555539131165
map1058.jpg,120,69,147,95,142,0.7963662147521973
map1058.jpg,121,177,147,203,43,0.9326518177986145
map2150.jpg,131,58,157,84,118,0.3197730779647827
map2150.jpg,33,134,59,160,46,0.3929009437561035
map2150.jpg,41,98,67,124,8,0.6380000114440918
map2150.jpg,65,35,91,61,63,0.6463682651519775
map2150.jpg,102,48,128,74,15,0.7235202789306641
map2150.jpg,200,91,226,117,98,0.8939619660377502
map2150.jpg,182,37,208,63,60,0.9271126985549927
map2150.jpg,51,139,77,165,46,0.9981210827827454
map3335.jpg,64,113,90,139,97,0.3578462302684784
map3335.jpg,52,136,78,162,132,0.3962460458278656
map3335.jpg,34,133,60,159,27,0.4044087529182434
map3335.jpg,156,33,182,59,63,0.543900191783905
map3335.jpg,112,69,139,95,132,0.597766101360321
map3335.jpg,115,130,141,156,60,0.6606349349021912
map3335.jpg,71,116,97,142,97,0.8757082223892212
map3335.jpg,156,149,182,175,80,0.9400454759597778
map3335.jpg,114,36,140,62,27,0.9921860694885254
map507.jpg,151,192,177,218,15,0.33879971504211426
map507.jpg,96,159,122,185,118,0.4438122510910034
map507.jpg,137,126,163,152,1,0.4750652313232422
map507.jpg,21,123,47,149,46,0.6287310123443604
map507.jpg,70,136,96,162,67,0.9668844938278198
map507.jpg,150,41,176,67,51,0.9683799147605896
map507.jpg,129,216,155,242,154,0.9989359974861145
map1260.jpg,89,79,116,106,132,0.31742000579833984
map1260.jpg,155,49,181,75,118,0.33036598563194275
map1260.jpg,96,123,122,149,68,0.42135775089263916
map1260.jpg,49,111,75,137,100,0.48064374923706055
map1260.jpg,35,62,62,88,142,0.5139375329017639
map1260.jpg,177,158,203,184,132,0.5142846703529358
map1260.jpg,198,92,224,118,46,0.8469226956367493
map1260.jpg,151,80,177,106,67,0.9333709478378296
map1260.jpg,127,209,153,235,8,0.9836879372596741
map1074.jpg,186,209,212,235,132,0.3203507363796234
map1074.jpg,107,102,133,128,71,0.3639916181564331
map1074.jpg,117,187,143,213,154,0.4014977216720581
map1074.jpg,32,14,58,40,51,0.4194776117801666
map1074.jpg,53,35,79,61,25,0.5361418724060059
map1074.jpg,69,19,95,45,132,0.8754953145980835
map1074.jpg,103,108,129,134,58,0.9161272048950195
map1074.jpg,49,163,75,189,46,0.9417381286621094
map3448.jpg,71,142,97,169,63,0.35312604904174805
map3448.jpg,121,102,148,128,142,0.3996647298336029
map3448.jpg,206,32,232,58,46,0.5144311189651489
map3448.jpg,122,180,148,206,27,0.553217351436615
map3448.jpg,162,141,189,167,119,0.5853457450866699
map3448.jpg,169,50,195,76,46,0.6471357345581055
map3448.jpg,128,61,154,87,80,0.7970662713050842
map3448.jpg,196,22,222,48,63,0.8903525471687317
map3448.jpg,179,33,205,59,86,0.9801397323608398
map3595.jpg,36,14,62,40,8,0.3117814362049103
map3595.jpg,154,101,180,127,24,0.386784166097641
map3595.jpg,117,148,143,174,118,0.41046926379203796
map3595.jpg,210,121,236,147,95,0.7988302707672119
map3595.jpg,201,44,227,70,43,0.936545729637146
map3595.jpg,116,174,142,200,98,0.9481679201126099
map1856.jpg,20,162,46,189,63,0.5639740228652954
map1856.jpg,14,40,40,66,85,0.5745609998703003
map1856.jpg,49,215,75,241,46,0.6068511605262756
map1856.jpg,183,24,209,50,63,0.6554597616195679
map1856.jpg,137,174,163,200,71,0.6608399152755737
map1856.jpg,170,93,196,119,108,0.7516180872917175
map1856.jpg,173,148,199,174,93,0.966254472732544
map3077.jpg,18,180,44,206,132,0.462016224861145
map3077.jpg,101,14,127,40,1,0.562727689743042
map3077.jpg,191,78,217,104,132,0.5697253346443176
map3077.jpg,196,210,222,236,27,0.9550257325172424
map3077.jpg,40,206,66,232,132,0.9637820720672607
map1393.jpg,81,55,107,81,47,0.3364294767379761
map1393.jpg,89,58,115,84,8,0.37995994091033936
map1393.jpg,107,160,133,186,46,0.40530845522880554
map1393.jpg,98,30,124,56,132,0.4656924605369568
map1393.jpg,118,42,144,68,119,0.5746371150016785
map1393.jpg,15,148,41,174,8,0.5787885785102844
map1393.jpg,186,210,212,236,132,0.7654521465301514
map3758.jpg,170,63,196,89,24,0.30683228373527527
map3758.jpg,108,192,134,218,63,0.3620453178882599
map3758.jpg,216,116,242,142,68,0.3669983148574829
map3758.jpg,135,35,161,61,51,0.5200423002243042
map3758.jpg,72,200,99,226,8,0.5874773263931274
map3758.jpg,45,179,71,205,132,0.7023521661758423
map3758.jpg,166,114,192,140,119,0.8460825681686401
map1416.jpg,98,79,124,105,120,0.3093249797821045
map1416.jpg,49,83,75,109,8,0.3746645450592041
map1416.jpg,32,21,58,47,132,0.3975895643234253
map1416.jpg,207,135,233,161,43,0.41716694831848145
map1416.jpg,19,36,45,62,51,0.4250524938106537
map1416.jpg,215,18,241,44,46,0.51243656873703
map1416.jpg,67,13,93,39,132,0.5191912651062012
map1416.jpg,44,205,70,231,85,0.767860472202301
map1416.jpg,39,92,65,118,132,0.8017955422401428
map1416.jpg,116,151,142,177,71,0.9054743647575378
map2274.jpg,133,174,159,200,120,0.32457321882247925
map2274.jpg,158,104,184,130,67,0.38287192583084106
map2274.jpg,186,55,212,82,142,0.38549965620040894
map2274.jpg,186,33,212,59,46,0.42214685678482056
map2274.jpg,117,119,143,145,35,0.49384692311286926
map2274.jpg,181,126,207,152,142,0.513314425945282
map2274.jpg,52,103,78,129,25,0.6228660345077515
map2274.jpg,44,201,70,227,15,0.9107869863510132
map2274.jpg,139,135,165,161,118,0.9508114457130432
map3286.jpg,182,172,208,198,63,0.38213491439819336
map3286.jpg,63,187,89,213,132,0.40944811701774597
